Date,Open,High,Low,Close,Adj Close,Volume
2/3/2022,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769
2/4/2022,37149.26563,41527.78516,37093.62891,41500.875,41500.875,29412210792
2/5/2022,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215
2/6/2022,41441.12109,42500.78516,41244.90625,42412.43359,42412.43359,16142097334
2/7/2022,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926
2/8/2022,43854.65234,45293.86719,42807.83594,44118.44531,44118.44531,33079398868
2/9/2022,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300
2/10/2022,44347.80078,45661.17188,43402.80859,43565.11328,43565.11328,32142048537
2/11/2022,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781
2/12/2022,42412.30078,42992.55078,41852.57422,42244.46875,42244.46875,18152390304
2/13/2022,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015
2/14/2022,42157.39844,42775.77734,41681.95703,42586.91797,42586.91797,20827783012
2/15/2022,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051
2/16/2022,44578.27734,44578.27734,43456.69141,43961.85938,43961.85938,19792547657
2/17/2022,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813
2/18/2022,40552.13281,40929.15234,39637.61719,40030.97656,40030.97656,23310007704
2/19/2022,40026.02344,40418.87891,39713.05859,40122.15625,40122.15625,13736557863
2/20/2022,40118.10156,40119.89063,38112.8125,38431.37891,38431.37891,18340576452
2/21/2022,38423.21094,39394.4375,36950.47656,37075.28125,37075.28125,29280402798
2/22/2022,37068.76953,38359.85547,36488.93359,38286.02734,38286.02734,25493150450
2/23/2022,38285.28125,39122.39453,37201.81641,37296.57031,37296.57031,21849073843
2/24/2022,37278.56641,38968.83984,34459.21875,38332.60938,38332.60938,46383802093
2/25/2022,38333.74609,39630.32422,38111.34375,39214.21875,39214.21875,26545599159
2/26/2022,39213.08203,40005.34766,38702.53516,39105.14844,39105.14844,17467554129
2/27/2022,39098.69922,39778.94141,37268.97656,37709.78516,37709.78516,23450127612
2/28/2022,37706,43760.45703,37518.21484,43193.23438,43193.23438,35690014104
3/1/2022,43194.50391,44793.60156,42952.58594,44354.63672,44354.63672,32479047645
3/2/2022,44357.61719,45077.57813,43432.85156,43924.11719,43924.11719,29183112630
3/3/2022,43925.19531,44021.57813,41914.75,42451.78906,42451.78906,24967782593
3/4/2022,42458.14063,42479.61328,38805.84766,39137.60547,39137.60547,28516271427
3/5/2022,39148.44922,39566.33594,38777.03516,39400.58594,39400.58594,16975917450
3/6/2022,39404.19922,39640.17578,38211.64844,38419.98438,38419.98438,19745229902
3/7/2022,38429.30469,39430.22656,37260.20313,38062.03906,38062.03906,28546143503
3/8/2022,38059.90234,39304.44141,37957.38672,38737.26953,38737.26953,25776583476
3/9/2022,38742.81641,42465.67188,38706.09375,41982.92578,41982.92578,32284121034
3/10/2022,41974.07031,42004.72656,38832.94141,39437.46094,39437.46094,31078064711
3/11/2022,39439.96875,40081.67969,38347.43359,38794.97266,38794.97266,26364890465
3/12/2022,38794.46484,39308.59766,38772.53516,38904.01172,38904.01172,14616450657
3/13/2022,38884.72656,39209.35156,37728.14453,37849.66406,37849.66406,17300745310
3/14/2022,37846.31641,39742.5,37680.73438,39666.75391,39666.75391,24322159070
3/15/2022,39664.25,39794.62891,38310.21094,39338.78516,39338.78516,23934000868
3/16/2022,39335.57031,41465.45313,39022.34766,41143.92969,41143.92969,39616916192
3/17/2022,41140.84375,41287.53516,40662.87109,40951.37891,40951.37891,22009601093
3/18/2022,40944.83984,42195.74609,40302.39844,41801.15625,41801.15625,34421564942
3/19/2022,41794.64844,42316.55469,41602.66797,42190.65234,42190.65234,19664853187
3/20/2022,42191.40625,42241.16406,41004.75781,41247.82422,41247.82422,20127946682
3/21/2022,41246.13281,41454.41016,40668.04297,41077.99609,41077.99609,24615543271
3/22/2022,41074.10547,43124.70703,40948.28125,42358.80859,42358.80859,32004652376
3/23/2022,42364.37891,42893.50781,41877.50781,42892.95703,42892.95703,25242943069
3/24/2022,42886.65234,44131.85547,42726.16406,43960.93359,43960.93359,31042992291
3/25/2022,43964.54688,44999.49219,43706.28516,44348.73047,44348.73047,30574413034
3/26/2022,44349.85938,44735.99609,44166.27344,44500.82813,44500.82813,16950455995
3/27/2022,44505.35547,46827.54688,44437.29297,46820.49219,46820.49219,28160889722
3/28/2022,46821.85156,48086.83594,46690.20313,47128.00391,47128.00391,36362175703
3/29/2022,47100.4375,48022.28906,47100.4375,47465.73047,47465.73047,31397059069
3/30/2022,47456.89844,47655.14844,46746.21094,47062.66406,47062.66406,29333883962
3/31/2022,47062.14844,47512.02734,45390.53906,45538.67578,45538.67578,33327427106
4/1/2022,45554.16406,46616.24219,44403.14063,46281.64453,46281.64453,38162644287
4/2/2022,46285.5,47028.28125,45782.51172,45868.94922,45868.94922,29336594194
4/3/2022,45859.12891,47313.47656,45634.10547,46453.56641,46453.56641,25414397610
4/4/2022,46445.27344,46791.08984,45235.81641,46622.67578,46622.67578,32499785455
4/5/2022,46624.50781,47106.14063,45544.80859,45555.99219,45555.99219,29640604055
4/6/2022,45544.35547,45544.35547,43193.95313,43206.73828,43206.73828,39393395788
4/7/2022,43207.5,43860.69922,42899.90625,43503.84766,43503.84766,26101973106
4/8/2022,43505.13672,43903.01953,42183.28906,42287.66406,42287.66406,27215995394
4/9/2022,42282.07813,42786.81641,42183.25391,42782.13672,42782.13672,16050772496
4/10/2022,42781.08984,43376.37891,42021.20703,42207.67188,42207.67188,17654475582
4/11/2022,42201.03906,42424.58984,39373.05859,39521.90234,39521.90234,33949912166
4/12/2022,39533.71484,40617.58594,39388.32813,40127.18359,40127.18359,30991500854
4/13/2022,40123.57031,41430.05469,39712.74609,41166.73047,41166.73047,27691105228
4/14/2022,41160.21875,41451.48047,39695.74609,39935.51563,39935.51563,24342001973
4/15/2022,39939.40234,40617.72266,39866.83203,40553.46484,40553.46484,21756855753
4/16/2022,40552.31641,40633.67969,40078.42578,40424.48438,40424.48438,16833150693
4/17/2022,40417.77734,40570.72656,39620.89453,39716.95313,39716.95313,19087633042
4/18/2022,39721.20313,40986.32031,38696.19141,40826.21484,40826.21484,33705182072
4/19/2022,40828.17578,41672.96094,40618.63281,41502.75,41502.75,25303206547
4/20/2022,41501.74609,42126.30078,40961.09766,41374.37891,41374.37891,27819532341
4/21/2022,41371.51563,42893.58203,40063.82813,40527.36328,40527.36328,35372786395
4/22/2022,40525.86328,40777.75781,39315.41797,39740.32031,39740.32031,28011716745
4/23/2022,39738.72266,39935.85938,39352.20313,39486.73047,39486.73047,16138021249
4/24/2022,39478.375,39845.92578,39233.53906,39469.29297,39469.29297,17964398167
4/25/2022,39472.60547,40491.75391,38338.37891,40458.30859,40458.30859,35445730570
4/26/2022,40448.42188,40713.89063,37884.98438,38117.46094,38117.46094,34569088416
4/27/2022,38120.30078,39397.91797,37997.3125,39241.12109,39241.12109,30981015184
4/28/2022,39241.42969,40269.46484,38941.42188,39773.82813,39773.82813,33903704907
4/29/2022,39768.61719,39887.26953,38235.53516,38609.82422,38609.82422,30882994649
4/30/2022,38605.85938,38771.21094,37697.94141,37714.875,37714.875,23895713731
5/1/2022,37713.26563,38627.85938,37585.78906,38469.09375,38469.09375,27002760110
5/2/2022,38472.1875,39074.97266,38156.5625,38529.32813,38529.32813,32922642426
5/3/2022,38528.10938,38629.99609,37585.62109,37750.45313,37750.45313,27326943244
5/4/2022,37748.01172,39902.94922,37732.05859,39698.37109,39698.37109,36754404490
5/5/2022,39695.74609,39789.28125,35856.51563,36575.14063,36575.14063,43106256317
5/6/2022,36573.18359,36624.35938,35482.13281,36040.92188,36040.92188,37795577489
5/7/2022,36042.50391,36129.92578,34940.82422,35501.95313,35501.95313,24375896406
5/8/2022,35502.94141,35502.94141,33878.96484,34059.26563,34059.26563,36763041910
5/9/2022,34060.01563,34222.07422,30296.95313,30296.95313,30296.95313,63355494961
5/10/2022,30273.6543,32596.30859,29944.80273,31022.90625,31022.90625,59811038817
5/11/2022,31016.18359,32013.40234,28170.41406,28936.35547,28936.35547,70388855818
5/12/2022,28936.73438,30032.43945,26350.49023,29047.75195,29047.75195,66989173272
5/13/2022,29030.91016,30924.80273,28782.33008,29283.10352,29283.10352,42841124537
5/14/2022,29285.64258,30192.80273,28702.91016,30101.26563,30101.26563,28579868620
5/15/2022,30098.58594,31308.19141,29527.74023,31305.11328,31305.11328,25835372065
5/16/2022,31304.375,31305.3418,29251.88477,29862.91797,29862.91797,32613897286
5/17/2022,29862.4082,30694.49023,29570.30273,30425.85742,30425.85742,29101473475
5/18/2022,30424.47852,30618.7168,28720.27148,28720.27148,28720.27148,31285268319
5/19/2022,28720.35938,30430.75195,28708.95508,30314.33398,30314.33398,33773447707
5/20/2022,30311.11914,30664.97656,28793.60547,29200.74023,29200.74023,30749382605
5/21/2022,29199.85938,29588.86914,29027.39453,29432.22656,29432.22656,17274840442
5/22/2022,29432.47266,30425.86133,29275.18359,30323.72266,30323.72266,21631532270
5/23/2022,30309.39648,30590.58594,28975.56055,29098.91016,29098.91016,31483454557
5/24/2022,29101.125,29774.35547,28786.58984,29655.58594,29655.58594,26616506245
5/25/2022,29653.13477,30157.78516,29384.94922,29562.36133,29562.36133,27525063551
5/26/2022,29564.77734,29834.16016,28261.90625,29267.22461,29267.22461,36774325352
5/27/2022,29251.14063,29346.94336,28326.61328,28627.57422,28627.57422,36582005748
5/28/2022,28622.625,28814.90039,28554.56641,28814.90039,28814.90039,35519577634
5/29/2022,29019.86719,29498.00977,28841.10742,29445.95703,29445.95703,18093886409
5/30/2022,29443.36523,31949.63086,29303.57227,31726.39063,31726.39063,39277993274
5/31/2022,31723.86523,32249.86328,31286.1543,31792.31055,31792.31055,33538210634
6/1/2022,31792.55469,31957.28516,29501.58789,29799.08008,29799.08008,41135817341
6/2/2022,29794.89063,30604.73438,29652.70508,30467.48828,30467.48828,29083562061
6/3/2022,30467.80664,30633.03516,29375.68945,29704.39063,29704.39063,26175547452
6/4/2022,29706.13867,29930.56445,29500.00586,29832.91406,29832.91406,16588370958
6/5/2022,29835.11719,30117.74414,29574.44922,29906.66211,29906.66211,17264085441
6/6/2022,29910.2832,31693.29102,29894.1875,31370.67188,31370.67188,31947336829
6/7/2022,31371.74219,31489.68359,29311.68359,31155.47852,31155.47852,40770974039
6/8/2022,31151.48047,31253.69141,29944.4043,30214.35547,30214.35547,30242059107
6/9/2022,30215.2793,30609.31055,30020.26563,30111.99805,30111.99805,21692004719
6/10/2022,30110.33008,30245.80859,28978.14648,29083.80469,29083.80469,29867476527
6/11/2022,29084.66602,29401.91602,28236.21289,28360.81055,28360.81055,27246574439
6/12/2022,28373.51367,28502.68555,26762.64844,26762.64844,26762.64844,34163220274
6/13/2022,26737.57813,26795.58984,22141.25781,22487.38867,22487.38867,68204556440
6/14/2022,22487.98633,23018.95117,20950.81836,22206.79297,22206.79297,50913575242
6/15/2022,22196.73047,22642.67188,20178.37695,22572.83984,22572.83984,54912007015
6/16/2022,22576.30469,22868.92188,20265.22656,20381.65039,20381.65039,31183975654
6/17/2022,20385.71875,21243.3125,20326.51953,20471.48242,20471.48242,27132421514
6/18/2022,20473.42578,20736.04102,17708.62305,19017.64258,19017.64258,42009436760
6/19/2022,19010.90234,20683.82227,18067.15234,20553.27148,20553.27148,35329942625
6/20/2022,20553.37109,20913.32227,19689.16992,20599.53711,20599.53711,30818458597
6/21/2022,20594.29492,21620.62891,20415.0625,20710.59766,20710.59766,28970212744
6/22/2022,20719.41406,20835.75,19848.07813,19987.0293,19987.0293,28574793478
6/23/2022,19986.60742,21135.76172,19950.11719,21085.87695,21085.87695,26188097173
6/24/2022,21084.64844,21472.91797,20777.51172,21231.65625,21231.65625,24957784918
6/25/2022,21233.60938,21520.91406,20964.58594,21502.33789,21502.33789,18372538715
6/26/2022,21496.49414,21783.72461,21016.26953,21027.29492,21027.29492,18027170497
6/27/2022,21028.23828,21478.08984,20620.19922,20735.47852,20735.47852,20965695707
6/28/2022,20731.54492,21164.42383,20228.8125,20280.63477,20280.63477,21381535161
6/29/2022,20281.16992,20364.15625,19937.79102,20104.02344,20104.02344,23552740328
6/30/2022,20108.3125,20141.16016,18729.65625,19784.72656,19784.72656,26267239923
7/1/2022,19820.4707,20632.67188,19073.70898,19269.36719,19269.36719,30767551159
7/2/2022,19274.83594,19371.74805,19027.08203,19242.25586,19242.25586,18100418740
7/3/2022,19242.0957,19558.26953,18966.95117,19297.07617,19297.07617,16390821947
7/4/2022,19297.31445,20258.74805,19063.06641,20231.26172,20231.26172,21594638208
7/5/2022,20225.35352,20635.4668,19341.23242,20190.11523,20190.11523,26715546990
7/6/2022,20194.61914,20595.5293,19823.51172,20548.24609,20548.24609,24598943708
7/7/2022,20547.81445,21771.81641,20296.10352,21637.58789,21637.58789,25814972520
7/8/2022,21637.1543,22314.94141,21257.45313,21731.11719,21731.11719,49899834488
7/9/2022,21716.82813,21877.13867,21445.95703,21592.20703,21592.20703,29641127858
7/10/2022,21591.08008,21591.08008,20727.12305,20860.44922,20860.44922,28688807249
7/11/2022,20856.35352,20856.35352,19924.53906,19970.55664,19970.55664,24150249025
7/12/2022,19970.47461,20043.44531,19308.53125,19323.91406,19323.91406,25810220018
7/13/2022,19325.97266,20223.05273,18999.95313,20212.07422,20212.07422,33042430345
7/14/2022,20211.4668,20789.89453,19689.25781,20569.91992,20569.91992,31158743333
7/15/2022,20573.15625,21138.24414,20397,20836.32813,20836.32813,25905575359
7/16/2022,20834.10352,21514.4043,20518.89844,21190.31641,21190.31641,24302954056
7/17/2022,21195.04102,21600.64063,20778.17969,20779.34375,20779.34375,22927802083
7/18/2022,20781.91211,22633.0332,20781.91211,22485.68945,22485.68945,39974475562
7/19/2022,22467.84961,23666.96289,21683.40625,23389.43359,23389.43359,48765202697
7/20/2022,23393.19141,24196.81836,23009.94922,23231.73242,23231.73242,42932549127
7/21/2022,23233.20117,23388.32227,22431.14844,23164.62891,23164.62891,33631012204
7/22/2022,23163.75195,23671.92773,22603.41602,22714.97852,22714.97852,31421555646
7/23/2022,22706.98438,22977.21094,22002.91016,22465.47852,22465.47852,24021799169
7/24/2022,22465.50977,22974.00195,22306.83984,22609.16406,22609.16406,23565495303
7/25/2022,22607.15625,22649.12109,21361.64258,21361.70117,21361.70117,35574561406
7/26/2022,21361.12109,21361.12109,20776.81641,21239.75391,21239.75391,28624673855
7/27/2022,21244.16992,22986.5293,21070.80664,22930.54883,22930.54883,31758955233
7/28/2022,22933.64063,24110.4707,22722.26563,23843.88672,23843.88672,40212386158
7/29/2022,23845.21289,24294.78711,23481.17383,23804.63281,23804.63281,35887249746
7/30/2022,23796.81836,24572.58008,23580.50781,23656.20703,23656.20703,28148218301
7/31/2022,23652.07031,24121.64258,23275.70313,23336.89648,23336.89648,23553591896
8/1/2022,23336.71875,23464.78711,22890.79688,23314.19922,23314.19922,25849159141
8/2/2022,23308.43359,23415.04102,22710.08398,22978.11719,22978.11719,28389250717
8/3/2022,22981.30273,23578.65039,22747.83594,22846.50781,22846.50781,26288169966
8/4/2022,22848.21484,23198.00977,22485.70117,22630.95703,22630.95703,25120229769
8/5/2022,22626.83398,23422.82813,22612.17773,23289.31445,23289.31445,28881249043
8/6/2022,23291.42383,23326.5625,22961.2793,22961.2793,22961.2793,15978259885
8/7/2022,22963.50586,23359.00977,22894.55664,23175.89063,23175.89063,15886817043
8/8/2022,23179.52734,24203.68945,23176.54688,23809.48633,23809.48633,28575544847
8/9/2022,23811.48438,23898.61523,22982,23164.31836,23164.31836,23555719219
8/10/2022,23162.89844,24127.41406,22771.51953,23947.64258,23947.64258,32837431722
8/11/2022,23948.3457,24822.62891,23900.99609,23957.5293,23957.5293,37127036580
8/12/2022,23957.20313,24412.56641,23657.26563,24402.81836,24402.81836,27265804688
8/13/2022,24402.1875,24860.05078,24346.11523,24424.06836,24424.06836,22987346289
8/14/2022,24429.05664,24974.91406,24206.25977,24319.33398,24319.33398,22994133555
8/15/2022,24318.31641,25135.58984,23839.77539,24136.97266,24136.97266,35123501685
8/16/2022,24126.13672,24228.41602,23733.5,23883.29102,23883.29102,27753685646
8/17/2022,23881.31641,24407.05859,23243.35352,23335.99805,23335.99805,30931623076
8/18/2022,23341.03906,23563.83203,23177.60156,23212.73828,23212.73828,23747613147
8/19/2022,23213.3125,23213.3125,20868.84766,20877.55273,20877.55273,40509610260
8/20/2022,20872.8418,21350.80664,20856.73047,21166.06055,21166.06055,27595671000
8/21/2022,21160.39258,21668.8457,21103.19727,21534.12109,21534.12109,23102307723
8/22/2022,21531.46289,21531.46289,20939.18359,21398.9082,21398.9082,31666498758
8/23/2022,21401.04492,21646.20313,20955.13867,21528.08789,21528.08789,31878280659
8/24/2022,21526.45508,21783.07617,21195.00586,21395.01953,21395.01953,31962253368
8/25/2022,21395.45898,21789.63672,21362.44141,21600.9043,21600.9043,31028679593
8/26/2022,21596.08594,21804.9082,20199.48242,20260.01953,20260.01953,42326789564
8/27/2022,20262.48047,20340.77539,19890.52344,20041.73828,20041.73828,30116729776
8/28/2022,20041.03516,20139.05469,19616.81445,19616.81445,19616.81445,24366810591
8/29/2022,19615.1543,20357.46289,19600.78516,20297.99414,20297.99414,32637854078
8/30/2022,20298.61133,20542.64453,19617.64063,19796.80859,19796.80859,34483360283
8/31/2022,19799.58203,20420.99023,19799.58203,20049.76367,20049.76367,33225232872
9/1/2022,20050.49805,20198.39063,19653.96875,20127.14063,20127.14063,30182031010
9/2/2022,20126.07227,20401.56836,19814.76563,19969.77148,19969.77148,29123998928
9/3/2022,19969.71875,20037.00977,19698.35547,19832.08789,19832.08789,23613051457
9/4/2022,19832.4707,19999.68945,19636.81641,19986.71289,19986.71289,25245861652
9/5/2022,19988.78906,20031.16016,19673.04688,19812.37109,19812.37109,28813460025
9/6/2022,19817.72461,20155.26953,18800.17188,18837.66797,18837.66797,43403978910
9/7/2022,18837.68359,19427.17188,18644.4668,19290.32422,19290.32422,35239757134
9/8/2022,19289.94141,19417.35156,19076.71484,19329.83398,19329.83398,32194477850
9/9/2022,19328.14063,21439.41016,19310.96289,21381.15234,21381.15234,48469528171
9/10/2022,21376.91211,21760.27539,21168.72266,21680.53906,21680.53906,36913738894
9/11/2022,21678.54297,21770.55273,21406.94531,21769.25586,21769.25586,34493951963
9/12/2022,21770.14844,22439.18164,21603.89648,22370.44922,22370.44922,50212088965
9/13/2022,22371.48047,22673.82031,20062.66992,20296.70703,20296.70703,51091116622
9/14/2022,20184.55469,20467.20117,19793.39648,20241.08984,20241.08984,37872380889
9/15/2022,20242.28906,20318.16602,19636.73438,19701.21094,19701.21094,36389011503
9/16/2022,19704.00586,19870.62891,19400.07617,19772.58398,19772.58398,30123362273
9/17/2022,19777.0332,20162.53125,19777.0332,20127.57617,20127.57617,24957448100
9/18/2022,20127.23438,20127.23438,19387.49219,19419.50586,19419.50586,31254779144
9/19/2022,19418.57227,19639.48047,18390.31836,19544.12891,19544.12891,40177002624
9/20/2022,19545.5918,19602.45703,18813.45508,18890.78906,18890.78906,36791346508
9/21/2022,18891.2832,19674.63086,18290.31445,18547.40039,18547.40039,46363793975
9/22/2022,18534.65039,19456.91016,18415.5918,19413.55078,19413.55078,41135767926
9/23/2022,19412.40039,19464.67188,18617.55273,19297.63867,19297.63867,38896078052
9/24/2022,19296.99023,19310.19727,18861.97461,18937.01172,18937.01172,26149643168
9/25/2022,18936.31055,19134.73242,18696.46875,18802.09766,18802.09766,23359966112
9/26/2022,18803.90039,19274.87305,18721.28516,19222.67188,19222.67188,44148798321
9/27/2022,19221.83984,20338.45508,18915.66797,19110.54688,19110.54688,58571439619
9/28/2022,19104.62109,19688.34375,18553.29688,19426.7207,19426.7207,53071298734
9/29/2022,19427.7793,19589.26563,18924.35352,19573.05078,19573.05078,41037843771
9/30/2022,19573.43164,20109.84961,19265.66211,19431.78906,19431.78906,43975248085
10/1/2022,19431.10547,19471.1543,19231.08203,19312.0957,19312.0957,18719537670
10/2/2022,19311.84961,19370.30859,18970.62109,19044.10742,19044.10742,20765955327
10/3/2022,19044.06836,19653.54297,19025.22656,19623.58008,19623.58008,30484729489
10/4/2022,19623.58398,20380.34375,19523.83984,20336.84375,20336.84375,35887278685
10/5/2022,20335.90039,20343.74805,19801.80078,20160.7168,20160.7168,33223790572
10/6/2022,20161.03906,20408.39258,19900.08789,19955.44336,19955.44336,34711412966
10/7/2022,19957.55859,20041.08594,19395.79297,19546.84961,19546.84961,29227315390
10/8/2022,19546.32813,19601.69531,19299.41406,19416.56836,19416.56836,16437423167
10/9/2022,19417.47852,19542.53906,19349.25977,19446.42578,19446.42578,16837262532
10/10/2022,19446.41602,19515.4668,19102.97852,19141.48438,19141.48438,27425022774
10/11/2022,19139,19241.96094,18925.60352,19051.41797,19051.41797,28711532910
10/12/2022,19052.64648,19203.19922,19029.75781,19157.44531,19157.44531,24950173846
10/13/2022,19156.9668,19453.32813,18319.82227,19382.9043,19382.9043,44219840004
10/14/2022,19382.5332,19889.14648,19115.4082,19185.65625,19185.65625,38452356727
10/15/2022,19185.4375,19212.54102,19019.25,19067.63477,19067.63477,16192235532
10/16/2022,19068.91406,19389.60352,19068.91406,19268.09375,19268.09375,17988916650
10/17/2022,19268.5625,19635.80273,19173.33398,19550.75781,19550.75781,27472552998
10/18/2022,19550.4668,19666.99414,19144.76953,19334.41602,19334.41602,30580012344
10/19/2022,19335.02734,19348.41602,19127.6875,19139.53516,19139.53516,22425387184
10/20/2022,19138.08594,19315.19922,18971.45898,19053.74023,19053.74023,24493974420
10/21/2022,19053.20313,19237.38477,18770.9707,19172.46875,19172.46875,32459287866
10/22/2022,19172.38086,19248.06836,19132.24414,19208.18945,19208.18945,16104440957
10/23/2022,19207.73438,19646.65234,19124.19727,19567.00781,19567.00781,22128794335
10/24/2022,19567.76953,19589.125,19206.32422,19345.57227,19345.57227,30202235805
10/25/2022,19344.96484,20348.41211,19261.44727,20095.85742,20095.85742,47761524910
10/26/2022,20092.23633,20938.13477,20076.11719,20770.44141,20770.44141,58895950537
10/27/2022,20772.80273,20854.04492,20255.37305,20285.83594,20285.83594,49625110402
10/28/2022,20287.95703,20724.98047,20086.06836,20595.35156,20595.35156,43994715910
10/29/2022,20595.10352,20988.39453,20566.48438,20818.47656,20818.47656,40369840645
10/30/2022,20817.98242,20917.00586,20547.46289,20635.60352,20635.60352,31486345556
10/31/2022,20633.69531,20795.32031,20287.45898,20495.77344,20495.77344,45668466815
11/1/2022,20494.89844,20647.28906,20359.8457,20485.27344,20485.27344,39819303159
11/2/2022,20482.95898,20742.81055,20087.13477,20159.50391,20159.50391,55552169483
11/3/2022,20162.68945,20382.0957,20086.24023,20209.98828,20209.98828,43228750179
11/4/2022,20208.76953,21209.56055,20188.01953,21147.23047,21147.23047,64072727950
11/5/2022,21144.83203,21446.88672,21097.63477,21282.69141,21282.69141,37846047609
11/6/2022,21285.05664,21345.37695,20920.19141,20926.48633,20926.48633,35082693210
11/7/2022,20924.62109,21053.24609,20489.97266,20602.81641,20602.81641,53510852236
11/8/2022,20600.67188,20664.60742,17603.54492,18541.27148,18541.27148,1.18992E+11
11/9/2022,18543.76172,18590.45898,15682.69238,15880.78027,15880.78027,1.02905E+11
11/10/2022,15883.1582,18054.3125,15834.01856,17586.77148,17586.77148,83202283721
11/11/2022,17583.25195,17650.94336,16543.48242,17034.29297,17034.29297,55871616488
11/12/2022,17036.875,17066.67578,16651.77539,16799.18555,16799.18555,29717699419
11/13/2022,16799.72266,16920.76563,16320.63477,16353.36523,16353.36523,27209183682
11/14/2022,16352.02832,17109.32422,15872.94141,16618.19922,16618.19922,49630243054
11/15/2022,16617.48438,17051.96289,16542.55078,16884.61328,16884.61328,36599436183
11/16/2022,16884.3418,16960.29492,16430.11133,16669.43945,16669.43945,33925512989
11/17/2022,16670.42578,16726.43945,16460.68359,16687.51758,16687.51758,27868914022
11/18/2022,16687.91211,16947.05859,16564.61133,16697.77734,16697.77734,26862218609
11/19/2022,16696.2207,16797.87695,16570.41016,16711.54688,16711.54688,16106223492
11/20/2022,16712.91992,16746.7793,16248.69238,16291.83203,16291.83203,21313378652
11/21/2022,16291.22363,16291.22363,15599.04688,15787.28418,15787.28418,37429485518
11/22/2022,15782.30078,16253.04785,15656.60645,16189.76953,16189.76953,30726828760
11/23/2022,16195.58887,16638.19336,16170.50293,16610.70703,16610.70703,32958875628
11/24/2022,16611.63672,16771.47461,16501.76758,16604.46484,16604.46484,26129037414
11/25/2022,16602.26953,16603.31641,16388.4043,16521.8418,16521.8418,18678255976
11/26/2022,16521.57617,16666.86328,16416.22852,16464.28125,16464.28125,18000008764
11/27/2022,16463.88281,16594.40625,16437.02539,16444.62695,16444.62695,20443898509
11/28/2022,16440.22266,16482.93359,16054.53027,16217.32227,16217.32227,27743025156
